area,rooms,district,agent,price
108.08836482393087,4.0,D,ag090,181169.05547336437
107.63948123811511,1.0,E,ag169,67029.66450963392
52.95984774680093,4.0,E,ag257,77474.91225715129
166.0932625913248,6.0,C,ag249,324120.67924019543
163.18474368147284,4.0,E,ag099,144864.28052213838
,5.0,B,ag150,287215.8231382025
61.34302688789944,4.0,B,ag217,179159.3624799773
140.84259505811033,6.0,D,ag216,284353.92949583556
96.96848120747735,2.0,C,ag245,198752.81101900816
,3.0,C,ag030,205171.72539420155
107.2268633141962,3.0,C,ag140,316620.47279059794
147.66155004280745,4.0,D,ag247,319332.33931587526
147.78996574624023,4.0,E,ag234,154475.53347356207
90.97610486145663,4.0,A,ag056,549078.7738046376
64.66544178419778,3.0,B,ag220,141806.57161916333
56.682464106596726,6.0,D,ag242,341264.03906459274
144.4151751642882,6.0,B,ag068,300487.3096780685
72.44562968863885,4.0,E,ag069,90632.99619297664
99.7273458280525,6.0,E,ag172,173761.7966237598
96.14743846197968,5.0,D,ag250,244375.57708466187
117.89730814921815,4.0,D,ag113,320971.29754517577
42.54880776613972,2.0,A,ag136,314771.1122953453
127.55114387175314,2.0,C,ag248,172876.93286831636
140.95564095336823,3.0,A,ag122,367680.2288163189
123.53688348178646,2.0,D,ag288,211201.04202396312
107.56455313206114,3.0,A,ag185,333056.15944132826
123.89600665075133,6.0,B,ag126,204494.4664275095
135.9618538256052,2.0,E,ag145,83723.31974124869
,3.0,E,ag163,22256.718626483416
198.23649233002777,1.0,A,ag085,410272.8858263442
135.60373290751707,2.0,C,ag299,241509.05090604603
93.9036567045192,6.0,D,ag097,211127.5408379989
104.36186499249595,4.0,E,ag155,167750.4896741103
139.74967109396755,3.0,A,ag051,275406.6036111665
115.35584243862534,3.0,D,ag059,367802.4140756721
38.772621288740226,5.0,E,ag164,56345.380468882635
202.57971445437278,1.0,A,ag176,449287.2764989243
115.5783737107011,1.0,D,ag225,133135.86509989563
160.806908468632,6.0,C,ag237,255403.12157082907
92.31800608862436,6.0,A,ag072,523811.1744671855
181.4550821698319,4.0,A,ag235,627106.561441964
131.4537475556912,3.0,A,ag175,389328.55939587514
144.35375337901803,1.0,E,ag142,120898.27340230045
78.1898653541218,1.0,C,ag159,104855.69455236815
168.44581158730804,5.0,C,ag215,224920.72397128752
,6.0,A,ag171,487838.8119295344
172.07384918259993,4.0,A,ag021,413749.78907696815
94.87649761433684,6.0,C,ag154,274735.18909254397
100.75891526156849,4.0,D,ag228,181692.0168487387
212.15666790735767,1.0,A,ag009,429123.9649641894
77.5993670911381,2.0,C,ag257,97276.36491100394
114.56201197286717,5.0,E,ag112,208465.1234227934
165.4756545041078,2.0,C,ag286,197145.26152403935
123.90899870859423,5.0,D,ag034,190512.55252861197
143.31814719013175,2.0,A,ag010,759368.673020671
104.022038829485,4.0,C,ag249,143306.3186908882
134.80223551390074,6.0,B,ag134,323323.25278002996
67.73892593058733,6.0,A,ag005,243213.64826537287
186.3252271847275,6.0,A,ag298,579329.518117678
115.2734381948572,3.0,B,ag198,199435.43821361937
92.79287184012598,4.0,A,ag105,368775.4554860749
146.65532328127657,1.0,E,ag166,65179.764002926124
101.57120850445787,2.0,E,ag005,57746.34982718246
66.62966114388986,6.0,D,ag158,177070.69706762262
66.13129976809779,1.0,D,ag059,67949.88267097481
147.7509261076053,4.0,C,ag008,195471.08196749672
113.61706247414932,6.0,C,ag191,377389.9496256643
114.65193761326243,2.0,E,ag209,93349.47547478975
163.10975223905052,5.0,A,ag086,680785.4433044549
74.92696764973026,3.0,B,ag131,117089.40253859003
90.77288988540701,6.0,E,ag271,144339.32307918053
104.60480763274899,4.0,D,ag102,132531.18316068358
123.77406357268296,4.0,D,ag006,166171.92829429993
118.31314194837684,3.0,D,ag093,179743.90436657224
108.5245123044037,4.0,B,ag022,187711.27501347038
117.5349439161741,2.0,D,ag010,261263.7396302488
115.70778894835301,2.0,D,ag156,170244.82924431696
91.21582445792828,4.0,C,ag083,178953.82115051956
87.4802804578369,2.0,A,ag002,378559.2987418502
130.98065430895758,4.0,A,ag179,433886.44035246683
84.36339668017888,6.0,B,ag275,178653.2906529635
73.70578963236585,4.0,D,ag243,148508.33252050128
107.50830995497226,5.0,C,ag094,329858.9658137718
113.69331935344736,3.0,A,ag286,538473.118321078
210.26893989192837,2.0,B,ag126,277556.4428585874
91.81198896575066,3.0,C,ag283,215236.76860972427
157.7304289987798,6.0,D,ag271,464019.4538788223
149.88753336818527,5.0,B,ag047,246147.41794603018
72.44220179185055,1.0,C,ag023,102037.2670756383
150.930119096104,4.0,A,ag136,476555.9365541892
72.6447743922673,2.0,E,ag141,34681.32509795884
30.0,1.0,A,ag294,285108.96832033293
,1.0,E,ag166,67057.67532173563
49.76437666249123,2.0,B,ag258,102347.73363915172
138.03737847223658,6.0,C,ag298,269309.63715342776
92.63956409051133,1.0,C,ag051,130975.74946203019
186.38203184759487,6.0,C,ag068,239734.53578004232
162.74037597264038,6.0,D,ag294,274540.42222413013
101.86456784594449,4.0,A,ag197,643489.7977573253
92.48649555885271,6.0,E,ag059,157100.13134794586
71.43690387623518,6.0,D,ag062,225241.62842739758
,4.0,B,ag114,171172.3144822945
108.78578019261964,6.0,B,ag088,261737.82836247992
105.41225822433259,4.0,D,ag108,225870.49907979302
126.26815421089456,5.0,E,ag220,152069.77871066067
,1.0,B,ag213,157973.61175098832
133.98617827972697,4.0,A,ag253,416296.5032777249
89.43424304374227,5.0,B,ag172,230889.09611663863
,4.0,E,ag142,109430.13362455674
174.58127392409887,4.0,A,ag242,401457.4146026289
92.42203261800249,2.0,D,ag196,174214.94894542175
93.90825600259923,4.0,E,ag081,139288.1464543455
99.15242750795557,4.0,A,ag207,425409.16803729587
46.277217993734055,4.0,A,ag153,453798.19757881126
100.88103983838053,4.0,A,ag164,410933.67028656055
100.8137674396821,4.0,E,ag038,124114.47430773781
144.8143319337405,3.0,C,ag187,210480.94616895803
147.93828596429344,3.0,B,ag030,208367.6444192645
120.15083556345077,5.0,C,ag031,232583.46252476468
157.27393496457216,6.0,B,ag233,192969.92592298065
133.59859935205048,5.0,E,ag007,207516.1648928633
119.37271553589781,5.0,B,ag069,225457.23185046326
126.43712673192891,3.0,E,ag032,84114.60247713425
112.37386025674402,6.0,A,ag032,589311.1320623322
104.20601943866198,5.0,D,ag028,179600.6343419576
109.29065852424134,2.0,C,ag012,197473.3440470291
74.87954674119973,1.0,C,ag093,82978.03500427726
131.21766821265183,2.0,E,ag074,128637.09540117721
80.27505556281677,1.0,B,ag055,169238.1268116963
153.66525056294546,6.0,B,ag019,203804.3133525312
110.02165679356204,1.0,D,ag214,126683.85271281695
,4.0,A,ag030,536013.6259219046
139.75347105123825,5.0,B,ag269,283928.1923915713
145.73257860251712,1.0,B,ag287,183189.766853673
,4.0,A,ag186,449046.7019241808
111.72385295344114,2.0,D,ag252,132777.5544581475
155.2071564832313,4.0,B,ag144,185177.32025778378
52.07576722270983,1.0,E,ag274,0.8365638307942769
135.49121901580253,4.0,A,ag015,607810.2069624137
,4.0,B,ag160,107399.74822474096
79.09972625457586,2.0,D,ag078,87956.78834498474
,2.0,C,ag262,229073.3293448781
53.73139590712185,6.0,E,ag243,108860.5495458237
80.57957049263398,1.0,E,ag195,22863.501442664558
,6.0,E,ag070,92545.01525572033
,6.0,E,ag207,292213.05284414336
126.56911021949335,4.0,C,ag221,261136.04756785333
142.69161111410676,3.0,C,ag179,189704.09612940857
111.09299597939382,4.0,C,ag186,156626.76195322978
105.86273004971204,1.0,C,ag026,81542.46333838698
55.341032453958704,3.0,D,ag233,150230.21967560868
108.32650549008548,6.0,B,ag068,494401.594007447
89.54031152753507,4.0,C,ag176,209700.94732620532
154.31695697169346,2.0,C,ag188,237876.8212442639
165.64407466630294,1.0,D,ag091,197758.87996259966
178.6631486229671,4.0,A,ag160,522377.89478815405
154.10207757844927,2.0,D,ag173,192551.97834229312
96.05384252308056,1.0,A,ag113,345556.445682709
75.36412056158423,3.0,E,ag268,57594.77027478247
150.66652726580344,3.0,D,ag172,165485.7429738173
,1.0,E,ag178,81486.60804780647
49.25846197291877,6.0,A,ag120,409177.7026162243
134.21927170975076,2.0,D,ag229,137348.4505740707
152.58079289951465,3.0,A,ag116,372518.017300367
122.3570235672652,6.0,A,ag182,432774.51790477894
112.59785315962634,1.0,E,ag175,68884.49843547537
87.69406049534578,4.0,A,ag087,403381.76125706744
62.13861201746448,1.0,B,ag062,83562.72710327293
,1.0,C,ag266,118885.76716624812
107.63542220913165,1.0,D,ag094,141911.95324110257
,2.0,E,ag096,92070.91850139014
189.30884747676532,5.0,C,ag054,544519.7520214532
147.3800442743676,6.0,E,ag134,243041.093185471
134.83300005124408,4.0,B,ag005,295864.71247141465
125.68247220748943,2.0,C,ag183,221870.38642466243
,1.0,D,ag223,130807.69672204838
188.78357229664778,4.0,A,ag047,473790.525526694
157.18020445918114,2.0,A,ag219,390272.2274758333
143.28898365591698,3.0,C,ag144,194576.89204552048
36.21587715175421,4.0,E,ag222,69639.5516941167
124.94887656934026,6.0,D,ag069,412924.74921781325
114.79572183225184,5.0,A,ag072,349042.2393544167
123.75812917542275,5.0,C,ag144,239243.6543247319
157.72184349290072,4.0,C,ag230,286612.2496540646
,4.0,B,ag092,106980.50254187385
97.2275178611926,6.0,D,ag133,145645.4135612148
130.79617419763045,1.0,D,ag000,147640.8773810137
101.3261781578895,1.0,E,ag211,35152.10585399308
63.32375547494962,6.0,E,ag023,82118.69357410834
154.75853947587183,1.0,C,ag158,225222.49059477184
131.07487623384512,4.0,B,ag244,347794.61546836945
81.15581718222062,5.0,C,ag110,235300.5983805561
132.59268818063296,3.0,E,ag294,141575.62808308643
152.86342848199183,5.0,A,ag168,532639.977112243
120.21170585197443,1.0,B,ag226,142421.46523969472
152.02259213723988,2.0,D,ag081,226030.91486516432
123.13040700646646,5.0,A,ag127,433659.1254468672
104.19084069382583,1.0,A,ag074,272845.0086226345
73.62317934400349,6.0,D,ag274,307776.9543915158
116.56276932113549,4.0,C,ag283,261143.6975373736
127.77171752183087,6.0,B,ag206,539756.3740772461
155.03331046349325,3.0,A,ag252,350447.48033144
115.39570126051093,2.0,C,ag169,115244.15929111379
138.29662424883963,5.0,D,ag236,368235.2658627109
81.41551945065086,1.0,C,ag117,103653.5446840268
88.694833766899,5.0,A,ag216,580752.9183510817
115.58442803892449,3.0,B,ag215,315323.41024617286
77.81486144059944,2.0,B,ag021,90688.03316643655
152.80991349298725,5.0,D,ag060,224209.30550898658
138.5252131727443,3.0,C,ag029,140250.8784163206
131.16383057569814,2.0,E,ag022,97425.85469555271
133.55616500863778,5.0,B,ag024,215906.82392806638
200.8417424593919,1.0,E,ag067,89774.54492144732
101.24543248132818,3.0,C,ag137,180702.81779559585
31.94234857997769,1.0,C,ag038,78452.89953632955
127.97200787585861,3.0,E,ag142,96489.76117248161
117.97585836153337,1.0,D,ag069,195199.07411827942
99.29923829958386,6.0,E,ag081,201519.39574182703
80.84680562564921,1.0,A,ag186,300950.66168422566
102.43241912791409,6.0,E,ag067,132362.62369746587
127.25353716871285,5.0,E,ag240,153187.37965677705
99.88733197429846,5.0,D,ag211,382871.10828285286
216.49814718174994,1.0,A,ag082,400560.0226991882
81.57982473467408,3.0,C,ag177,180543.0360942465
88.27530549169313,5.0,A,ag113,385884.8868068396
30.0,5.0,E,ag135,56990.46078162908
130.05937660086147,1.0,C,ag008,184239.8302020588
39.34373488800959,3.0,D,ag031,172693.99107253453
98.42181466501995,1.0,C,ag124,161078.37314326377
108.97317861757772,4.0,D,ag270,312457.09249327186
91.61088136612447,1.0,E,ag206,37943.55534842895
189.55490709818042,3.0,A,ag146,464258.02422166395
159.77577565261996,5.0,A,ag239,553137.4838016973
172.76547505206304,5.0,A,ag163,470818.9935434719
84.70324725800326,2.0,A,ag159,296004.02587746945
165.14376258058275,1.0,A,ag193,261924.26997200606
139.84003785375847,5.0,B,ag218,341626.92771034245
150.85623794707382,4.0,E,ag249,172991.73056084628
161.1775531513107,5.0,A,ag294,325743.9699288284
83.64947016163788,6.0,A,ag041,275237.3616530626
103.02729516088394,6.0,D,ag223,394023.88759260694
154.50384045313805,4.0,E,ag184,228342.69997271322
30.0,5.0,D,ag075,170592.18363653417
180.5331233029282,5.0,A,ag059,350326.01667652116
142.12528256830336,3.0,E,ag291,128342.1235617331
118.17184157359061,5.0,E,ag241,126063.29666060436
128.82030623028692,4.0,E,ag047,135860.79692875152
78.80258866764095,3.0,C,ag241,145685.667086554
106.0022654164358,5.0,B,ag239,192694.6873966258
164.01137352881494,3.0,B,ag285,168691.02313828314
171.92087889304884,6.0,A,ag121,627781.598468094
,6.0,B,ag042,402152.46324291424
117.04301334878339,5.0,E,ag026,185861.12574998074
93.65788132779986,2.0,C,ag203,190787.3006867232
99.43064136240045,6.0,B,ag185,328625.149105648
79.2783249885054,3.0,B,ag105,233823.33106873665
116.88580976236597,4.0,C,ag224,273373.1035410169
135.30929720049073,2.0,D,ag219,207847.63606371358
,5.0,A,ag263,400176.30625567684
163.85387382663194,5.0,E,ag212,151290.52607355724
110.63136794621855,2.0,C,ag074,186173.09358521897
106.10197390005747,1.0,D,ag198,121870.65703400434
96.749260925587,2.0,A,ag056,571353.7245072915
54.694618950620196,4.0,D,ag255,136362.22031294982
57.28929102766184,5.0,A,ag144,410016.4387048825
72.83368277449249,3.0,B,ag061,158737.82072520393
,6.0,C,ag197,222832.52044346757
155.8104109155972,1.0,A,ag172,314513.6099626484
174.99856265571958,3.0,C,ag110,152138.3188933106
66.71153381621993,2.0,C,ag204,125002.19192303269
,5.0,D,ag239,174198.0759027659
93.59774719463668,4.0,E,ag268,136811.54780533633
127.03275813184112,2.0,D,ag064,147678.5000756604
139.9476109963931,2.0,D,ag076,145746.22275962765
161.9188862387221,3.0,E,ag168,144783.33086045054
131.37118683228857,3.0,E,ag284,140125.3664022774
,5.0,D,ag011,240060.91996643413
111.09577276206718,3.0,C,ag093,204736.46529154244
,1.0,B,ag065,122621.19464919879
,5.0,E,ag104,120001.63044901985
84.441145676182,4.0,B,ag108,168673.34957065608
129.68471843940492,1.0,C,ag178,158091.4097225924
84.45118970585477,2.0,E,ag250,74027.02081342155
157.46969854141028,6.0,A,ag184,426002.3538808424
176.49310824149774,3.0,A,ag079,447196.9952999355
30.0,4.0,D,ag180,214656.9238254172
154.56209201990592,5.0,B,ag272,301640.55355077
30.41583765353053,3.0,A,ag077,386639.4807257588
136.0599622036115,1.0,D,ag025,173624.74366050036
,2.0,D,ag065,281682.78010429465
,2.0,D,ag107,194827.29564397773
68.81243307183041,3.0,C,ag168,136136.0765630271
96.58275182888909,5.0,B,ag143,208663.94128684234
109.53418217156397,5.0,E,ag021,145956.7597316821
112.71020864840229,3.0,D,ag275,221261.75785925172
111.88412636933332,6.0,E,ag156,182995.7338763395
115.60468882762744,3.0,A,ag225,388973.5904542552
128.53920195640674,3.0,C,ag138,207674.078139534
71.65705385067115,6.0,E,ag024,151719.5563173473
110.31920680519121,4.0,D,ag153,310889.73970402055
180.73044681422823,3.0,C,ag181,202852.4815827231
104.61418307429929,4.0,D,ag007,267941.58588238945
102.2465562737921,1.0,C,ag215,114385.17875630669
163.12789214856952,3.0,E,ag190,145422.19359156425
,3.0,E,ag143,24090.14129819627
,5.0,A,ag132,350847.27432573936
94.7238496797933,3.0,B,ag100,144815.65963806427
126.55714289810346,6.0,D,ag222,267320.8033848059
