age,income,city,user_id,signup_date,target
43.0,83.75682151724405,ist,u0363,2024-11-01,0
63.0,69.87903576557497,ank,u0054,2024-06-19,0
60.0,56.330197410604534,ant,u0243,2024-11-26,0
29.0,34.10911804295084,izm,u0319,2024-07-13,0
43.0,57.16330574188469,izm,u0130,2024-01-12,1
30.0,61.096249098173885,ant,u0306,2024-07-13,1
57.0,46.193799787586244,izm,u0134,2024-10-09,1
35.0,54.75113088206656,bur,u0020,2025-01-03,0
42.0,72.6449368759406,ank,u0328,2024-06-30,1
50.0,37.14088370387411,ist,u0166,2024-10-31,1
64.0,34.1255059256131,ant,u0273,2024-05-23,0
57.0,60.39048988991319,bur,u0387,2025-01-20,0
60.0,56.863139542971204,ist,u0088,2024-11-11,1
29.0,65.43257443119218,ist,u0315,2024-06-30,1
61.0,58.546907178556545,ant,u0013,2024-01-30,1
53.0,41.483674052387094,bur,u0241,2024-03-24,1
65.0,56.48288977198107,ist,u0264,2024-06-14,1
,32.868101850557395,ist,u0345,2024-10-10,0
22.0,46.24521932400509,bur,u0052,2024-10-07,0
54.0,57.541988464496065,izm,u0385,2024-04-05,0
25.0,44.59228674914165,ist,u0339,2025-01-15,1
59.0,87.0207827334474,ank,u0091,2024-09-22,0
66.0,21.617236267644998,bur,u0366,2024-10-24,1
45.0,41.787644645017835,ist,u0263,2024-10-22,1
48.0,35.933302491951345,ant,u0034,2024-08-12,0
26.0,39.494767888130696,ank,u0205,2024-11-28,1
68.0,40.35502664778682,ist,u0080,2024-12-26,1
46.0,30.1036896971151,ank,u0049,2025-01-08,0
31.0,61.29053222858941,ank,u0359,2024-02-11,1
57.0,41.79357053919348,izm,u0387,2024-10-29,0
58.0,52.45360003382982,ank,u0001,2024-09-02,1
,43.477613571346325,izm,u0389,2024-07-26,0
28.0,39.63679381570685,bur,u0053,2024-08-24,0
40.0,75.08418854130274,izm,u0105,2024-01-22,1
18.0,63.84398273314112,ant,u0259,2024-07-03,0
63.0,21.97699400067283,ist,u0309,2024-08-29,1
54.0,20.387938274961698,bur,u0190,2024-12-28,0
38.0,65.6391325345473,bur,u0217,2024-10-09,1
43.0,42.20219912676869,ant,u0043,2024-02-10,1
63.0,25.26376499098666,izm,u0161,2024-12-01,1
53.0,65.68602698810511,ist,u0201,2024-06-10,1
40.0,52.53686075148636,izm,u0269,2024-06-08,0
18.0,53.77356627248479,ank,u0350,2024-03-29,1
68.0,62.143089080088615,izm,u0303,2024-11-17,1
57.0,30.350342625764096,bur,u0270,2024-01-12,1
32.0,25.52748767923753,ist,u0214,2024-03-13,1
38.0,73.71431442354803,izm,u0251,2024-03-16,0
64.0,28.442498588865615,ist,u0189,2024-12-11,1
26.0,31.66643304386654,ist,u0295,2024-07-19,0
26.0,34.66346930681351,ank,u0212,2024-01-10,0
27.0,81.19918885535783,ank,u0207,2024-12-17,0
69.0,57.400749506172836,bur,u0236,2024-08-13,1
43.0,64.4811196165307,ant,u0337,2024-06-24,0
58.0,52.94251318368093,ist,u0366,2024-10-02,1
52.0,40.971691831981495,ant,u0052,2024-02-08,0
69.0,59.46936924890252,bur,u0279,2024-02-29,1
42.0,26.650760438047946,ist,u0216,2024-03-06,1
43.0,33.57074821855258,ist,u0251,2024-11-16,0
28.0,60.994627688922215,ant,u0187,2024-05-03,1
55.0,29.6411715375983,izm,u0379,2024-06-12,1
19.0,47.1637779625719,ank,u0040,2025-01-20,0
24.0,47.84731483466882,izm,u0156,2024-06-07,0
35.0,42.07006994994257,ant,u0014,2024-02-26,0
44.0,20.733222877267146,ank,u0300,2024-03-18,0
,40.56606663216961,izm,u0064,2024-07-12,0
44.0,37.625474346012716,ank,u0344,2024-10-11,0
34.0,52.42159794931548,ist,u0326,2024-01-15,1
60.0,51.65735808049203,izm,u0008,2024-01-12,1
61.0,55.66942189905311,ank,u0343,2024-04-10,1
68.0,39.860205905384035,ank,u0128,2024-06-04,1
41.0,57.841669256988375,ank,u0135,2024-12-05,0
42.0,26.659899008394753,izm,u0062,2024-05-04,0
24.0,22.671429010214688,bur,u0138,2024-12-24,0
69.0,14.966409137500577,izm,u0080,2024-10-06,1
23.0,42.51054140642004,ant,u0391,2025-01-28,0
41.0,38.70052663492164,izm,u0162,2024-04-19,0
,61.839734177819,ank,u0288,2024-11-29,1
66.0,40.27006119426695,ist,u0378,2024-12-22,1
46.0,54.10064521916401,izm,u0260,2024-05-25,0
60.0,62.199448648746156,izm,u0230,2024-08-03,1
39.0,39.70521386526326,ank,u0040,2025-02-01,0
43.0,54.470783151607634,ist,u0027,2024-06-10,0
45.0,65.02891323432792,ist,u0134,2024-05-07,1
67.0,31.42755837791649,ant,u0200,2024-11-09,1
38.0,50.37278507366966,izm,u0327,2024-11-27,0
66.0,39.76948425201029,ist,u0267,2024-05-29,1
24.0,32.38265176260292,ist,u0032,2024-02-05,0
34.0,26.953223892646566,bur,u0047,2024-06-21,0
37.0,32.1402714173195,bur,u0061,2024-01-22,0
58.0,50.90043508628018,ist,u0215,2024-07-24,0
66.0,25.8373331665738,ant,u0292,2024-05-06,0
37.0,41.739094638670444,ist,u0098,2024-12-01,0
39.0,62.197916102793464,ank,u0171,2024-12-21,1
45.0,56.735164451284035,izm,u0359,2024-08-04,1
57.0,42.042385655927646,ant,u0213,2024-04-05,1
66.0,75.34535620038085,ank,u0034,2024-06-12,1
24.0,78.39554620867492,ant,u0226,2024-05-27,0
,50.391836473095886,ank,u0100,2024-01-18,0
49.0,12.971856261735375,izm,u0130,2024-10-20,0
30.0,63.296722955243894,izm,u0256,2024-07-13,0
47.0,15.59035489949622,bur,u0004,2024-05-30,1
40.0,72.14219166080099,ank,u0217,2024-12-30,0
68.0,66.25377351113448,bur,u0254,2024-05-02,1
36.0,76.61318756207031,ank,u0397,2025-02-03,1
49.0,53.9039833755159,bur,u0358,2024-07-05,1
47.0,44.57921349227243,izm,u0282,2024-05-28,0
46.0,43.24848299464664,ant,u0392,2024-04-13,0
66.0,41.80609743453654,bur,u0206,2024-08-30,1
62.0,64.71602980512054,ank,u0014,2024-08-18,0
46.0,60.684072342588166,ank,u0345,2024-07-24,0
47.0,51.80338450151319,izm,u0041,2024-07-16,0
33.0,39.167280381095416,ank,u0379,2025-01-30,0
57.0,89.4381894695041,ist,u0178,2025-02-03,1
36.0,63.68561920944305,ant,u0062,2024-12-02,0
35.0,26.034321203398868,bur,u0351,2024-03-27,0
18.0,42.25615976094309,ant,u0230,2024-05-21,0
31.0,63.97664146113058,izm,u0240,2024-11-12,1
68.0,38.00691618150974,bur,u0051,2024-07-17,1
64.0,55.27321938238833,bur,u0095,2024-02-15,1
67.0,64.26194450504222,ist,u0387,2024-10-14,1
19.0,-0.8264212398458994,izm,u0221,2024-01-15,1
45.0,48.37943450316124,ank,u0230,2024-02-13,1
66.0,48.96813730347683,ist,u0236,2024-06-17,0
67.0,43.81891316474316,ist,u0142,2024-11-05,1
47.0,54.52542702419061,ant,u0170,2024-02-13,0
55.0,59.862794112438124,ant,u0028,2024-04-07,0
,52.130764164869134,ant,u0035,2024-09-17,1
21.0,44.39258908925852,ist,u0012,2024-04-18,1
18.0,59.48931949676405,ank,u0159,2024-10-09,0
25.0,50.73580113911535,bur,u0326,2025-01-06,0
46.0,46.539493802067824,ant,u0186,2024-12-08,0
56.0,30.31580921991621,ank,u0242,2024-04-13,0
20.0,26.560178221008826,izm,u0085,2024-09-12,0
49.0,30.031553109288943,ant,u0283,2025-01-13,0
27.0,54.17493591830322,bur,u0065,2024-07-24,0
27.0,48.81381878590472,izm,u0169,2024-11-30,0
36.0,27.79573852688805,izm,u0044,2024-02-12,1
63.0,59.688767386907166,bur,u0061,2024-12-18,0
51.0,70.61464269768643,ant,u0133,2024-09-01,1
50.0,41.02259574925496,ist,u0283,2024-10-13,1
40.0,23.88527213947439,bur,u0027,2024-12-20,0
45.0,39.36310422647131,bur,u0107,2024-09-29,0
49.0,62.81690940192041,bur,u0043,2024-03-23,1
67.0,58.22794787802161,izm,u0339,2024-04-19,1
24.0,36.16350970982782,ank,u0285,2024-07-08,0
46.0,72.81758206647112,ist,u0330,2024-10-14,1
25.0,70.22420098889597,ant,u0127,2025-01-31,0
18.0,39.00490905085039,ant,u0347,2024-09-07,1
20.0,38.8506499555255,ank,u0230,2024-07-30,0
41.0,41.10758093930766,bur,u0189,2024-10-17,0
40.0,42.39000836917181,ist,u0224,2024-05-12,1
25.0,64.25807011892665,ant,u0384,2024-07-19,0
64.0,56.37993590714891,ant,u0376,2024-10-11,1
54.0,63.156181540258814,bur,u0282,2024-11-21,0
20.0,60.1034771478005,ank,u0120,2024-04-04,0
68.0,75.71790602290598,ist,u0115,2024-10-04,1
50.0,34.10921684286289,ank,u0232,2024-11-20,1
45.0,55.70537795575874,ank,u0258,2024-08-06,1
64.0,17.392681156479533,ist,u0358,2024-03-29,1
25.0,30.245666388547125,ist,u0197,2024-03-12,0
51.0,48.877199210977295,ant,u0136,2024-09-03,0
52.0,56.27309919131804,ant,u0317,2024-05-08,0
49.0,48.47276386955646,ist,u0164,2024-07-30,0
41.0,41.49211371780983,izm,u0224,2024-12-08,0
31.0,44.158731837604435,ant,u0306,2024-04-05,0
49.0,70.54161464636157,izm,u0233,2024-03-15,0
63.0,44.23951733179789,ist,u0171,2024-02-23,0
60.0,76.23862433065293,ant,u0151,2024-12-09,1
33.0,61.910256103117,ank,u0314,2024-02-23,1
21.0,56.86306019222346,ist,u0373,2024-08-05,1
69.0,32.096046345185066,bur,u0159,2024-01-16,0
54.0,64.02857242099441,izm,u0095,2024-04-08,1
38.0,42.59344133377251,ist,u0232,2024-01-20,1
31.0,32.0834036299145,ist,u0179,2024-02-15,0
48.0,57.69265419619066,ant,u0112,2024-07-11,0
65.0,29.180809091501906,ant,u0317,2025-01-17,0
35.0,38.56637806805627,ant,u0051,2024-02-27,1
24.0,49.84826132796633,bur,u0267,2024-04-20,0
27.0,83.2763213617209,ant,u0294,2024-05-08,0
24.0,39.69626366311269,ist,u0385,2024-12-02,0
50.0,43.12675221049137,ant,u0386,2024-07-12,0
40.0,60.98517581632468,ank,u0112,2024-12-05,0
38.0,31.425564674359308,ant,u0100,2024-11-21,0
36.0,56.64209571531373,bur,u0112,2024-01-08,0
65.0,68.08890211424881,ank,u0080,2024-01-29,1
36.0,45.39357672933348,ist,u0186,2024-04-21,0
53.0,65.39231422095298,ist,u0112,2024-06-09,1
46.0,54.37174884817709,izm,u0001,2024-05-10,0
35.0,39.03977054294329,ank,u0129,2024-07-06,0
19.0,47.032929711552406,izm,u0219,2024-06-11,0
18.0,44.30363990029637,ank,u0053,2024-07-15,0
64.0,48.68542613275284,ank,u0342,2024-12-29,1
22.0,52.29076848829743,bur,u0223,2024-07-22,1
37.0,58.822999024577854,izm,u0224,2024-07-30,0
28.0,57.63002374380704,bur,u0384,2024-04-18,1
,13.524296431067782,ank,u0125,2024-10-02,1
19.0,48.540377168419596,ist,u0129,2024-03-13,0
20.0,27.35867129889856,ank,u0052,2024-06-15,0
40.0,45.86409121299011,bur,u0171,2024-09-16,0
29.0,48.1431561828362,izm,u0217,2024-08-30,0
37.0,64.64222537127064,izm,u0159,2024-10-01,0
22.0,49.548267993498506,bur,u0197,2024-04-11,0
54.0,53.8882702751489,izm,u0246,2024-06-21,0
55.0,61.89584570986143,ant,u0323,2024-06-19,0
47.0,68.4162838972895,ist,u0202,2024-05-20,1
26.0,48.15479114964634,ist,u0183,2025-01-31,1
51.0,51.41269162520613,ist,u0122,2024-07-06,0
61.0,50.15034953363381,izm,u0254,2024-03-26,1
52.0,41.86101553353386,izm,u0293,2024-02-21,0
69.0,38.463271648364156,ank,u0279,2024-04-20,1
39.0,15.921711253610972,ank,u0324,2024-12-30,0
61.0,33.850085982135056,ist,u0371,2024-12-07,1
41.0,23.320537501852947,ant,u0097,2024-02-12,0
34.0,68.82797726679878,ank,u0197,2024-07-29,0
27.0,52.82624012446143,ank,u0394,2024-07-18,0
47.0,48.11091540579749,izm,u0239,2024-10-24,1
63.0,39.23772220878377,ant,u0143,2024-12-11,0
40.0,50.44668894851936,ist,u0096,2024-08-27,1
49.0,37.280301835169986,ank,u0200,2024-04-24,0
34.0,52.610278349309056,ant,u0123,2024-01-26,1
67.0,53.6860097438203,ant,u0186,2024-10-25,1
68.0,37.079244464648845,ist,u0325,2024-03-17,1
34.0,36.793070527663915,ant,u0348,2024-05-16,1
31.0,64.43299031892676,ant,u0258,2024-01-20,1
26.0,49.20710068563049,ant,u0147,2024-07-29,0
57.0,38.28469356102664,ank,u0251,2024-08-27,1
19.0,44.442405474657214,ist,u0345,2024-02-08,1
62.0,34.84108869940089,ant,u0146,2024-09-24,0
42.0,48.99224629007125,ant,u0147,2024-07-25,0
56.0,62.47442461496703,ank,u0351,2024-09-23,1
26.0,49.58493998608608,ist,u0198,2024-06-02,0
39.0,85.45450165513077,izm,u0307,2024-02-11,1
60.0,56.320393520735024,ank,u0127,2024-01-11,1
63.0,53.44931671763319,ist,u0038,2024-10-20,1
21.0,36.37546803551292,ant,u0337,2024-04-07,0
43.0,46.42199829736,ist,u0359,2024-10-01,1
46.0,38.314792354494614,ist,u0128,2025-01-24,1
62.0,17.515321573938145,ist,u0266,2025-01-06,1
51.0,64.61393333193212,izm,u0150,2024-08-17,0
40.0,42.328241666746536,ist,u0297,2025-01-03,1
54.0,38.59399888500041,izm,u0098,2024-08-07,1
28.0,53.15855050937697,ant,u0262,2024-03-05,1
23.0,57.68749328332275,izm,u0251,2024-12-20,0
35.0,45.18837750640582,ant,u0143,2024-08-19,0
38.0,49.96097498586472,ant,u0345,2024-11-23,0
59.0,61.19281110971605,izm,u0111,2024-02-21,1
53.0,44.59709608085078,ank,u0059,2025-01-08,1
58.0,54.53500612645001,bur,u0368,2025-01-10,1
55.0,25.111330724162745,ist,u0001,2024-09-19,1
51.0,31.38021502358377,bur,u0384,2024-09-23,1
34.0,59.08309667120606,ist,u0303,2024-12-24,0
54.0,30.596620412490523,ist,u0253,2024-11-12,0
42.0,53.512063206699445,ant,u0139,2024-11-19,0
55.0,47.79501826704391,ist,u0036,2025-01-30,0
29.0,44.532991062196565,ist,u0159,2024-06-02,0
40.0,37.57305846548408,izm,u0008,2024-12-23,0
59.0,63.640100271580636,bur,u0232,2024-12-31,1
39.0,75.94836731779753,izm,u0098,2024-05-19,0
38.0,54.50288243900292,ist,u0146,2024-02-20,1
44.0,54.83736073509226,ant,u0303,2024-04-26,0
48.0,39.76504055213759,izm,u0207,2024-02-15,0
,32.0585415226343,izm,u0130,2024-11-04,0
44.0,49.40391642790738,ank,u0151,2024-03-28,1
57.0,35.39375528062886,ist,u0053,2024-07-26,0
51.0,23.410848075262674,ant,u0119,2025-01-11,1
29.0,62.051687185483736,izm,u0160,2024-09-25,0
62.0,62.782501823777494,izm,u0115,2024-03-29,0
24.0,37.11741840570359,ant,u0074,2025-01-15,0
27.0,53.65946481918866,ist,u0112,2024-04-27,0
62.0,65.0292840168765,ank,u0103,2024-02-23,1
34.0,53.075400305928184,izm,u0339,2024-04-25,1
43.0,32.102680308519,ank,u0253,2024-04-27,0
,46.506598801443516,bur,u0226,2024-09-16,0
45.0,69.90214130062986,ist,u0111,2024-03-15,1
63.0,53.70539965407669,bur,u0098,2024-10-31,1
19.0,58.086981547742084,bur,u0152,2024-01-07,1
60.0,55.124438290536716,bur,u0348,2024-12-31,0
18.0,37.1673296303262,ist,u0383,2024-05-01,0
68.0,40.68732171076036,ist,u0365,2024-01-11,1
53.0,55.08297735577614,ant,u0337,2024-12-13,1
68.0,62.253076700306124,ank,u0193,2024-08-02,1
43.0,66.49857426376823,ank,u0309,2024-10-05,0
46.0,37.1284168284771,ant,u0162,2024-01-28,0
38.0,56.49680802015791,ant,u0207,2024-08-22,1
28.0,67.80566167578465,bur,u0168,2025-01-01,0
57.0,35.19377344567966,ant,u0160,2024-11-08,0
28.0,72.3012070369966,izm,u0067,2024-01-26,1
53.0,74.58411241016285,ank,u0288,2024-02-23,0
66.0,89.37629509432492,ant,u0397,2024-01-29,1
56.0,53.46400161244992,izm,u0276,2024-12-18,0
57.0,53.54637014393673,izm,u0303,2024-06-12,0
52.0,62.40491583675977,izm,u0383,2024-09-26,1
,61.96704009574125,izm,u0391,2024-11-29,1
64.0,66.89550291493408,bur,u0134,2024-02-04,1
,61.76049770697656,izm,u0194,2024-10-12,0
39.0,48.40907136442942,bur,u0127,2024-12-13,0
22.0,68.32995681460253,bur,u0032,2024-09-29,0
50.0,33.93118775460911,izm,u0175,2024-07-26,1
53.0,50.08778505088065,ank,u0370,2024-08-25,1
64.0,73.45603424074699,izm,u0374,2024-04-02,1
37.0,31.24630252819521,izm,u0021,2024-06-21,0
36.0,39.83786514504256,izm,u0237,2024-03-19,1
52.0,60.07620936615937,ank,u0157,2024-04-19,0
69.0,55.908679598542285,ist,u0037,2024-08-04,1
60.0,36.87461888515632,ist,u0229,2024-12-23,1
34.0,43.75708995904789,bur,u0364,2024-04-15,0
62.0,32.288269060244914,bur,u0050,2024-02-16,1
60.0,64.70727499280858,ank,u0263,2024-06-29,0
51.0,46.16177963494202,ant,u0282,2024-03-04,1
26.0,76.88233866140948,ist,u0026,2024-09-02,1
43.0,51.216503660600324,bur,u0225,2024-08-31,1
19.0,46.70389544895685,ist,u0276,2024-11-15,0
26.0,45.24767358062304,ank,u0285,2024-03-27,0
26.0,46.337002472113575,ank,u0096,2024-08-04,0
57.0,51.66231642700704,ant,u0283,2024-01-07,1
34.0,87.68611364867479,ant,u0366,2024-10-04,1
18.0,44.91710494850961,ank,u0316,2024-12-02,0
,45.40469808843036,bur,u0303,2024-07-28,0
60.0,50.98390768524768,ist,u0146,2024-06-17,0
57.0,66.3541175951639,izm,u0003,2024-11-25,1
59.0,28.685231583908312,ant,u0034,2024-05-17,0
42.0,56.82639105364468,izm,u0191,2025-01-25,0
56.0,37.738622359682566,bur,u0048,2025-01-15,1
52.0,58.299090334264235,ant,u0016,2024-11-01,0
,42.59360086459316,izm,u0171,2024-08-17,1
67.0,15.4384649036407,bur,u0219,2024-11-03,0
54.0,55.54366404031228,ist,u0157,2024-06-09,0
61.0,55.417171555203026,bur,u0045,2024-01-01,0
61.0,41.313795372808556,ant,u0372,2024-08-23,0
68.0,40.42484209785496,ank,u0005,2024-07-06,1
47.0,30.32940912368521,ist,u0098,2024-01-04,0
55.0,61.59649912308307,izm,u0379,2024-05-11,1
51.0,63.233236737002116,ant,u0232,2024-08-05,1
29.0,36.814236722361656,ank,u0036,2024-09-16,0
36.0,41.90098310691724,bur,u0279,2024-01-01,0
54.0,49.05066318291555,ank,u0348,2024-03-11,0
61.0,84.0629792155332,ant,u0301,2024-06-26,1
66.0,58.176826213833984,ant,u0180,2024-07-07,0
34.0,35.84876727487431,ank,u0094,2024-10-17,0
27.0,54.55670464235758,bur,u0098,2024-01-08,1
66.0,29.349626890428773,ank,u0187,2024-09-09,1
64.0,60.769854648742566,ant,u0115,2024-10-18,1
29.0,75.13321090316728,ant,u0190,2024-08-31,1
33.0,75.19687527625936,izm,u0252,2024-05-02,0
41.0,61.02340255211508,izm,u0160,2024-10-25,0
36.0,41.24881466197806,ist,u0255,2024-10-09,0
25.0,30.48647365228811,ant,u0322,2024-02-01,0
48.0,28.996924349463363,izm,u0127,2024-11-29,0
38.0,7.906743357521847,ank,u0017,2025-01-11,0
34.0,60.407836445118825,bur,u0280,2024-05-25,0
40.0,48.457467196634006,ank,u0222,2024-06-04,0
54.0,63.63824249679691,bur,u0053,2024-01-16,1
,71.42047227852183,izm,u0057,2024-12-20,0
23.0,51.49858315853615,ist,u0322,2024-02-16,1
25.0,52.18942414569725,ank,u0359,2024-09-07,0
42.0,43.035194832538004,ank,u0173,2024-07-05,0
35.0,44.80873374241388,ank,u0279,2024-01-31,0
42.0,60.92704868709401,bur,u0113,2024-09-16,0
29.0,47.38437454452034,izm,u0287,2024-01-17,0
32.0,45.214884998707646,ank,u0341,2024-02-08,0
43.0,49.72524710835723,ank,u0150,2024-10-30,1
58.0,63.29495294092384,ist,u0126,2024-02-08,1
62.0,39.61007663254846,ist,u0154,2024-05-11,1
43.0,49.00207223671951,izm,u0385,2024-01-30,0
64.0,53.67916756667645,izm,u0272,2024-06-06,1
49.0,67.40332855377859,ant,u0103,2024-10-04,1
27.0,46.41054834800872,ist,u0392,2024-07-21,1
33.0,39.232649209224164,ant,u0298,2024-03-06,1
24.0,42.734585835914665,bur,u0245,2024-04-17,0
34.0,65.7958614952307,ant,u0175,2024-09-24,0
40.0,80.49957947905196,ank,u0038,2024-08-09,1
43.0,30.293632794709506,ant,u0169,2024-10-18,0
38.0,33.57047577395214,izm,u0246,2024-01-18,0
39.0,47.46804819946782,bur,u0025,2024-03-30,0
24.0,51.66434144102065,ank,u0354,2024-06-29,0
31.0,61.80454348332493,ant,u0305,2024-09-11,0
32.0,36.6330048709777,bur,u0012,2024-09-09,0
24.0,34.05336445025804,bur,u0315,2024-09-13,1
26.0,52.071307297004445,ank,u0390,2025-01-17,0
68.0,46.123989196892474,ant,u0312,2024-12-11,0
65.0,63.900814966572874,bur,u0035,2024-03-27,1
25.0,57.31039704785576,bur,u0172,2024-03-30,0
67.0,58.33069021449828,ist,u0019,2024-08-24,0
,48.432779804347,bur,u0320,2025-01-24,0
46.0,85.3337038785231,ist,u0263,2024-03-10,1
,37.4337802760936,ant,u0399,2024-02-13,0
48.0,59.162147506321624,ant,u0141,2024-07-18,0
47.0,30.95465019390339,ant,u0370,2024-05-31,0
69.0,33.89798483390821,izm,u0142,2024-03-26,0
56.0,40.889816018518175,ant,u0091,2024-01-19,0
52.0,74.43985004927039,bur,u0353,2024-04-10,1
35.0,53.95841645681028,ank,u0321,2024-04-04,0
59.0,41.14282897183437,ist,u0287,2024-09-10,1
56.0,55.6165448893186,izm,u0214,2024-12-22,0
34.0,50.527218221367626,ant,u0341,2024-01-30,0
31.0,42.620399462913205,ant,u0050,2024-09-05,1
48.0,29.050567163176588,ank,u0152,2024-02-02,0
41.0,71.57813726768435,ank,u0185,2024-08-16,1
52.0,53.14727193065063,izm,u0062,2024-01-12,1
61.0,82.60607560202358,ist,u0189,2024-04-27,1
,64.1048243081132,ant,u0124,2024-12-15,1
51.0,58.26979587141564,izm,u0149,2024-06-03,0
20.0,43.471935070745495,bur,u0313,2025-01-27,0
54.0,33.56981654214625,bur,u0057,2024-09-02,0
60.0,46.73403523267329,izm,u0341,2024-11-27,0
57.0,33.13561108691253,ant,u0304,2024-09-03,1
43.0,59.75285571096131,izm,u0179,2024-01-29,0
40.0,74.48978746545696,ant,u0169,2024-06-09,1
61.0,46.086316008243045,ank,u0325,2024-08-22,1
56.0,64.16736458586796,izm,u0270,2024-07-08,1
32.0,39.66156394674715,ant,u0053,2024-04-26,0
66.0,45.462997426889736,izm,u0100,2024-09-27,1
21.0,37.775540231518356,izm,u0263,2024-09-14,0
46.0,18.003004473942344,ant,u0052,2024-06-28,1
39.0,49.45199975122084,ant,u0059,2025-01-07,1
42.0,51.92677606396629,ist,u0107,2024-06-20,0
30.0,65.98791498142457,izm,u0004,2024-09-30,0
35.0,61.931573790039316,bur,u0102,2024-09-15,1
50.0,62.134293485584934,izm,u0195,2024-05-14,1
33.0,35.389456653231846,izm,u0261,2024-06-19,0
62.0,56.89245959106038,ant,u0364,2024-07-28,0
59.0,73.73890948222387,izm,u0371,2024-08-23,1
61.0,55.69801776063622,izm,u0349,2024-07-04,0
19.0,77.42890419597497,bur,u0046,2024-12-29,0
52.0,80.28449166679795,ant,u0354,2024-04-04,1
,45.97297594562532,izm,u0310,2025-01-12,0
51.0,39.54590382379143,ank,u0307,2024-01-11,0
47.0,38.57806751871575,ist,u0143,2024-03-08,0
30.0,27.2579626984517,bur,u0268,2025-01-13,0
30.0,42.22395650876717,izm,u0369,2024-07-28,1
35.0,68.1149817463437,ank,u0123,2024-07-14,1
49.0,16.939436371231402,izm,u0105,2025-01-03,0
49.0,34.4381989892938,izm,u0157,2024-04-07,1
52.0,48.09302837522004,ant,u0146,2024-04-02,1
56.0,36.842221990674496,ant,u0144,2024-01-22,1
63.0,42.090710836396696,ant,u0119,2024-06-20,1
69.0,42.31505488366545,ank,u0318,2025-01-17,0
46.0,46.136896699073766,izm,u0274,2024-05-13,1
66.0,39.05817955835392,ist,u0091,2024-01-25,1
,37.83180179216678,bur,u0057,2024-07-03,0
61.0,64.01464618881847,ant,u0345,2024-03-25,1
33.0,65.74481266790518,ant,u0228,2024-02-24,1
61.0,29.29184982128886,izm,u0116,2024-09-07,0
64.0,8.606039010906741,izm,u0317,2024-05-23,1
27.0,65.95062274356397,ank,u0278,2024-12-16,0
,31.567993721717936,ank,u0126,2025-02-01,0
42.0,53.1911725768961,ant,u0392,2024-06-15,0
56.0,26.51492190457674,izm,u0395,2024-08-11,0
37.0,69.46632477889509,ist,u0128,2024-08-07,1
22.0,88.15501842952293,bur,u0057,2024-06-27,1
18.0,52.74210363808005,izm,u0121,2024-04-28,0
47.0,48.58846027310725,izm,u0000,2024-09-21,0
66.0,45.16790637214904,ank,u0238,2024-05-29,1
20.0,61.72698966969368,bur,u0289,2024-08-02,0
62.0,58.51530126401879,ant,u0095,2024-07-15,0
31.0,65.05247680329296,izm,u0125,2024-02-11,0
47.0,40.58125216102876,ant,u0117,2024-02-22,0
67.0,55.101765596069676,izm,u0047,2024-11-25,1
21.0,41.86297899940706,ant,u0088,2024-09-07,0
35.0,34.13426527894919,bur,u0236,2024-10-21,0
54.0,49.38476868494804,ank,u0372,2025-01-12,1
42.0,36.16230904434377,bur,u0384,2024-09-27,0
