store,date,sales
B,2023-03-15,166.51382374639806
B,2023-03-16,164.19255788269345
B,2023-03-17,159.0630920888528
B,2023-03-18,144.96243112356177
B,2023-03-19,151.02024984149932
B,2023-03-20,157.10330582442276
B,2023-03-21,173.69780756410555
B,2023-03-22,166.78475757231544
B,2023-03-23,176.7070401644725
B,2023-03-24,153.2827596424652
B,2023-03-25,142.04501209329155
B,2023-03-26,153.27082625517104
B,2023-03-27,158.48568127566867
B,2023-03-28,165.22192140860392
B,2023-03-29,168.293613647942
B,2023-03-30,172.67089500290416
B,2023-03-31,154.78430328435903
B,2023-04-01,147.07387195926202
B,2023-04-02,157.48899059883715
B,2023-04-03,156.23904514745954
B,2023-04-04,170.59340571983148
B,2023-04-05,175.8146398276397
B,2023-04-06,170.82436562266582
B,2023-04-07,157.23871520549315
B,2023-04-08,147.9047581629332
B,2023-04-09,152.4027693504057
B,2023-04-10,164.10616834225294
B,2023-04-11,172.4098459057097
B,2023-04-12,174.9959607514029
B,2023-04-13,173.655354233107
B,2023-04-14,153.89625341526346
B,2023-04-15,144.43194976212752
B,2023-04-16,152.6487742562254
B,2023-04-17,165.5539979030171
B,2023-04-18,192.0178132208097
B,2023-04-19,177.39571702758994
B,2023-04-20,179.41782043658034
B,2023-04-21,165.47487391846443
B,2023-04-22,145.99241158605022
B,2023-04-23,160.91204562739517
B,2023-04-24,161.1467161588401
B,2023-04-25,164.27243880903998
B,2023-04-26,187.01183582888365
B,2023-04-27,164.97291258613706
B,2023-04-28,165.44735068407212
B,2023-04-29,150.77201593084936
B,2023-04-30,167.9798325401188
B,2023-05-01,176.41105639589605
B,2023-05-02,179.2571574139121
B,2023-05-03,180.99689301655525
B,2023-05-04,169.97379166819866
B,2023-05-05,161.84620811948108
B,2023-05-06,154.9439483461656
B,2023-05-07,157.58436649662946
B,2023-05-08,172.69022313163418
B,2023-05-09,187.1986012233937
B,2023-05-10,188.9718454246864
B,2023-05-11,174.42339254332472
B,2023-05-12,157.61499507042717
B,2023-05-13,166.5632724058875
B,2023-05-14,157.38583265567993
B,2023-05-15,169.58623840038987
B,2023-05-16,182.35033636321378
B,2023-05-17,177.56550138178747
B,2023-05-18,177.89041206252045
B,2023-05-19,165.11380902918896
B,2023-05-20,163.84823110733373
B,2023-05-21,167.46327065762358
B,2023-05-22,175.2726253345176
B,2023-05-23,192.81856248170627
B,2023-05-24,192.41370858553492
B,2023-05-25,182.41416341714805
B,2023-05-26,170.70731292302597
B,2023-05-27,160.73216035578426
B,2023-05-28,162.65343067877888
B,2023-05-29,175.3935987786362
B,2023-05-30,182.2094042482004
B,2023-05-31,193.80656891462513
B,2023-06-01,178.29951442118588
B,2023-06-02,176.54153149767845
B,2023-06-03,162.12932983630697
B,2023-06-04,167.0694976528801
B,2023-06-05,181.71302065768575
B,2023-06-06,194.587359027398
B,2023-06-07,184.45017823092664
B,2023-06-08,184.76683402977955
B,2023-06-09,178.52281738572134
B,2023-06-10,155.18744640067914
B,2023-06-11,170.84621061534995
B,2023-06-12,166.96661462358685
B,2023-06-13,186.34243117520683
B,2023-06-14,195.8557019937685
B,2023-06-15,177.81796547283165
B,2023-06-16,169.07867948713172
B,2023-06-17,158.29507127249113
B,2023-06-18,180.16133735622492
B,2023-06-19,183.235366532924
B,2023-06-20,197.63121390413644
B,2023-06-21,196.0378680796364
B,2023-06-22,187.38766559422018
B,2023-06-23,167.04289878133045
B,2023-06-24,167.1250571407855
B,2023-06-25,167.45357449210982
B,2023-06-26,189.14754354575402
B,2023-06-27,202.82408343696588
B,2023-06-28,207.9233909761724
B,2023-06-29,196.37356772353075
B,2023-06-30,174.89982029169872
B,2023-07-01,163.93069940151028
B,2023-07-02,178.37250685285008
B,2023-07-03,187.88775690483374
B,2023-07-04,187.11624153295824
B,2023-07-05,203.00680943918996
B,2023-07-06,197.89537502169057
B,2023-07-07,180.59529744832642
B,2023-07-08,171.2657592912166
B,2023-07-09,170.67663683728142
B,2023-07-10,178.82079180261968
B,2023-07-11,204.2792599330606
B,2023-07-12,200.7692320140971
B,2023-07-13,193.35745611750121
B,2023-07-14,192.38807103475142
B,2023-07-15,178.2330879584278
B,2023-07-16,179.49747777066617
B,2023-07-17,190.1023708311234
B,2023-07-18,210.34744140161507
B,2023-07-19,214.69145452722452
B,2023-07-20,202.08528675564054
B,2023-07-21,187.23509146162417
B,2023-07-22,163.30846289003577
B,2023-07-23,179.76485924838062
B,2023-07-24,190.2193582748378
B,2023-07-25,203.54119161333384
C,2023-01-01,165.90115386705344
C,2023-01-02,173.2934769016005
C,2023-01-03,191.71188763519075
C,2023-01-04,196.53967631100198
C,2023-01-05,192.76325265628736
C,2023-01-06,174.05109910231326
C,2023-01-07,169.6205749545986
C,2023-01-08,164.2348556805772
C,2023-01-09,177.30422506503484
C,2023-01-10,193.3151364428591
C,2023-01-11,190.79614789881725
C,2023-01-12,194.17974311071146
C,2023-01-13,179.27052588914827
C,2023-01-14,170.30065590362736
C,2023-01-15,173.80595251427522
C,2023-01-16,195.87626136890879
C,2023-01-17,192.91428710921966
C,2023-01-18,185.665270969724
C,2023-01-19,192.20405726814215
C,2023-01-20,177.93812266746664
C,2023-01-21,167.27096706221022
C,2023-01-22,167.64954860682695
C,2023-01-23,182.8648628691871
C,2023-01-24,198.56550281232737
C,2023-01-25,197.60701847887213
C,2023-01-26,207.23297816402587
C,2023-01-27,174.22871762343775
C,2023-01-28,167.36737714102662
C,2023-01-29,161.5408075228924
C,2023-01-30,188.75890649012922
C,2023-01-31,187.1290324702219
C,2023-02-01,199.13719088248035
C,2023-02-02,192.85423287940003
C,2023-02-03,177.4833761181553
C,2023-02-04,184.3093173819997
C,2023-02-05,182.98889411087256
C,2023-02-06,196.91482125780945
C,2023-02-07,195.68295932572093
C,2023-02-08,210.89548306981476
C,2023-02-09,199.23426176482715
C,2023-02-10,188.1201796052977
C,2023-02-11,181.80271428996926
C,2023-02-12,173.31994828722526
C,2023-02-13,188.2040942741326
C,2023-02-14,207.90304830499113
C,2023-02-15,189.94020412487777
C,2023-02-16,207.0882245822026
C,2023-02-17,188.56053629848213
C,2023-02-18,177.10185755331125
C,2023-02-19,181.8455736975226
C,2023-02-20,186.32038830014613
C,2023-02-21,202.3778120494858
C,2023-02-22,214.22562471204958
C,2023-02-23,207.5463879207207
C,2023-02-24,203.1690882286181
C,2023-02-25,178.68253331959016
C,2023-02-26,178.32120996214954
C,2023-02-27,191.16459620436007
C,2023-02-28,200.11922098529624
C,2023-03-01,208.90679014708223
C,2023-03-02,203.80465066683698
C,2023-03-03,188.5362902300449
C,2023-03-04,187.45416239126743
C,2023-03-05,182.61723295491234
C,2023-03-06,193.9152960850086
C,2023-03-07,204.48986137585848
C,2023-03-08,201.32811152532037
C,2023-03-09,193.85164974091265
C,2023-03-10,183.41679632941052
C,2023-03-11,190.4346497472612
C,2023-03-12,191.14408940031913
C,2023-03-13,205.99978439835795
C,2023-03-14,201.73420230945342
C,2023-03-15,201.06217054401122
C,2023-03-16,201.04791816595886
C,2023-03-17,193.2966576330128
C,2023-03-18,187.36822296673162
C,2023-03-19,193.8103606987879
C,2023-03-20,201.20567802484328
C,2023-03-21,221.9334849209542
C,2023-03-22,213.28828459703743
C,2023-03-23,201.2797807785126
C,2023-03-24,183.90443462027002
C,2023-03-25,180.79225316869994
C,2023-03-26,190.7252355288903
C,2023-03-27,195.91767845587822
C,2023-03-28,218.84792701823199
C,2023-03-29,224.84788491895202
C,2023-03-30,194.29073465540375
C,2023-03-31,200.92605771622252
C,2023-04-01,174.43845696530224
C,2023-04-02,193.4315220935213
C,2023-04-03,210.34922338516196
C,2023-04-04,215.36660887508188
C,2023-04-05,210.44578364350193
C,2023-04-06,206.74566886109673
C,2023-04-07,195.92187123897122
C,2023-04-08,188.53261261453298
C,2023-04-09,191.55514671837958
C,2023-04-10,204.09070332414413
C,2023-04-11,218.00835253048146
C,2023-04-12,212.62247676032803
C,2023-04-13,210.55613710754204
C,2023-04-14,208.35131093537086
C,2023-04-15,189.06820877841756
C,2023-04-16,191.85951120404837
C,2023-04-17,212.96918382228543
C,2023-04-18,203.12236423895587
C,2023-04-19,228.71219029045707
C,2023-04-20,209.96683353873237
C,2023-04-21,201.97531534795215
C,2023-04-22,193.70400945279982
C,2023-04-23,201.92733647830192
C,2023-04-24,206.64443152258792
C,2023-04-25,216.15931754763375
C,2023-04-26,231.16099342663395
C,2023-04-27,201.3232131839163
C,2023-04-28,202.8637490034681
C,2023-04-29,186.78852878149792
C,2023-04-30,193.4530874334402
C,2023-05-01,222.06754008877883
C,2023-05-02,221.7098996782853
C,2023-05-03,226.29433686563564
C,2023-05-04,206.56887895252981
C,2023-05-05,200.11747596046845
C,2023-05-06,197.80542572164535
C,2023-05-07,201.90107392165888
C,2023-05-08,215.45131932635968
C,2023-05-09,223.7792396305259
C,2023-05-10,230.03594393345531
C,2023-05-11,221.73094756257748
C,2023-05-12,195.26330144720944
C,2023-05-13,198.59811564873354
C,2023-05-14,206.1299422093758
C,2023-05-15,217.0392789244071
C,2023-05-16,223.2943193771957
C,2023-05-17,223.79015963749114
C,2023-05-18,214.04838454083358
C,2023-05-19,207.20541984398815
C,2023-05-20,206.92456059463098
C,2023-05-21,191.56170315408994
C,2023-05-22,211.290649621623
C,2023-05-23,220.3886575044598
C,2023-05-24,235.08366381017035
C,2023-05-25,219.18239832733556
C,2023-05-26,206.9179179643079
C,2023-05-27,200.57438389765275
C,2023-05-28,207.69488726834834
C,2023-05-29,214.64566601110218
C,2023-05-30,210.70061390822087
C,2023-05-31,235.38379003105246
C,2023-06-01,226.89251383279563
C,2023-06-02,210.17449774324936
C,2023-06-03,197.12186159324105
C,2023-06-04,208.8832084270677
C,2023-06-05,221.02541320121352
C,2023-06-06,227.9072749408152
C,2023-06-07,232.57352985927412
C,2023-06-08,220.42731707161744
C,2023-06-09,212.17020936071265
C,2023-06-10,196.07350524677176
C,2023-06-11,211.02644068917058
C,2023-06-12,214.83378905505424
C,2023-06-13,233.9060911240143
C,2023-06-14,227.18814118511995
C,2023-06-15,224.21791021154613
C,2023-06-16,214.32880748284106
C,2023-06-17,197.16188244605706
C,2023-06-18,210.96341500182012
C,2023-06-19,219.97511462272047
C,2023-06-20,223.77333505016506
C,2023-06-21,229.55446215805347
C,2023-06-22,233.13897659125638
C,2023-06-23,222.1150798265446
C,2023-06-24,208.08462947859286
C,2023-06-25,214.45109863522254
C,2023-06-26,225.34306137987747
C,2023-06-27,237.95521012978688
C,2023-06-28,246.8398227252091
C,2023-06-29,222.21626569747772
C,2023-06-30,222.55050830740637
C,2023-07-01,208.33402758380572
C,2023-07-02,212.42697415746972
C,2023-07-03,223.93650161726958
C,2023-07-04,235.47658953705275
C,2023-07-05,233.51674153202924
C,2023-07-06,234.10829128230898
C,2023-07-07,230.26740210996977
C,2023-07-08,212.0392831945801
C,2023-07-09,215.514217506569
C,2023-07-10,223.37620577706002
C,2023-07-11,238.77262495851176
C,2023-07-12,245.42091723893154
C,2023-07-13,232.5368014425373
C,2023-07-14,219.26891966692463
C,2023-07-15,216.54566855825212
C,2023-07-16,211.7644991440653
C,2023-07-17,230.76497976246122
C,2023-07-18,246.14940302058898
C,2023-07-19,252.53360993280427
C,2023-07-20,235.96596404310168
C,2023-07-21,231.9473273520769
C,2023-07-22,222.08254063616175
C,2023-07-23,213.04525192075317
C,2023-07-24,223.6923689304411
C,2023-07-25,241.14769040989393
D,2023-01-01,202.6760822982133
D,2023-01-02,212.67158990538636
D,2023-01-03,234.94240679285832
D,2023-01-04,235.96129555520312
D,2023-01-05,224.81926391067913
D,2023-01-06,210.84571634685432
D,2023-01-07,206.73554268714395
D,2023-01-08,216.4976961316545
D,2023-01-09,209.9747057070065
D,2023-01-10,236.2387313621258
D,2023-01-11,233.84964683862066
D,2023-01-12,217.9507410168867
D,2023-01-13,204.81752541425288
D,2023-01-14,203.1493803524609
D,2023-01-15,213.08958509773782
D,2023-01-16,226.10837760388054
D,2023-01-17,230.09358280095373
D,2023-01-18,244.97604463120683
D,2023-01-19,239.54615706586
D,2023-01-20,220.61826342297599
D,2023-01-21,206.82766531042398
D,2023-01-22,220.26904287004177
D,2023-01-23,230.03237417398003
D,2023-01-24,242.68191670514994
D,2023-01-25,236.68513663289815
D,2023-01-26,215.75092905511517
D,2023-01-27,232.69249004213867
D,2023-01-28,202.46081089657304
D,2023-01-29,215.05791933181823
D,2023-01-30,241.5344721073185
D,2023-01-31,241.21093277466667
D,2023-02-01,248.06939752407678
D,2023-02-02,225.4938766704731
D,2023-02-03,211.07574218483438
D,2023-02-04,210.67986456539532
D,2023-02-05,223.56702616958657
D,2023-02-06,226.92250331411614
D,2023-02-07,236.20965431059145
D,2023-02-08,245.31172242239717
D,2023-02-09,242.74986739762696
D,2023-02-10,214.8221027187964
D,2023-02-11,208.36282335253253
D,2023-02-12,214.04051223592336
D,2023-02-13,237.31783024827254
D,2023-02-14,244.13640139271283
D,2023-02-15,258.66683914615
D,2023-02-16,243.62693044175006
D,2023-02-17,225.0311728520186
D,2023-02-18,224.96654834580525
D,2023-02-19,221.79150983937083
D,2023-02-20,228.27047188495533
D,2023-02-21,248.55732130249106
D,2023-02-22,243.44595875956085
D,2023-02-23,238.01587348194016
D,2023-02-24,234.95844008898453
D,2023-02-25,218.51839239996826
D,2023-02-26,217.45367943892978
D,2023-02-27,231.46397385138704
D,2023-02-28,252.35821575055246
D,2023-03-01,246.05867464222698
D,2023-03-02,239.1870310056595
D,2023-03-03,225.67998747543487
D,2023-03-04,221.9796342833145
D,2023-03-05,221.7095892007259
D,2023-03-06,226.38898370616477
D,2023-03-07,242.6543865859502
D,2023-03-08,245.52718443368872
D,2023-03-09,250.71817239349429
D,2023-03-10,235.3677881658909
D,2023-03-11,226.1496375936716
D,2023-03-12,222.7403778593931
D,2023-03-13,232.85525074803618
D,2023-03-14,246.6823666270763
D,2023-03-15,246.5626380674173
D,2023-03-16,259.9914584362854
D,2023-03-17,218.76981402300822
D,2023-03-18,227.7601325277155
D,2023-03-19,219.8152139750244
D,2023-03-20,238.87393905103184
D,2023-03-21,245.54946058205803
D,2023-03-22,247.55814490783158
D,2023-03-23,239.9170782811536
D,2023-03-24,244.52166083568898
D,2023-03-25,225.3281507834151
D,2023-03-26,224.67831459611105
D,2023-03-27,244.58472178449725
D,2023-03-28,253.28956812441822
D,2023-03-29,260.6941212387773
D,2023-03-30,237.56271615113639
D,2023-03-31,237.56336734000865
D,2023-04-01,232.51225033988695
D,2023-04-02,221.0529380162922
D,2023-04-03,245.68917170653987
D,2023-04-04,265.1545616739894
D,2023-04-05,258.03477246259916
D,2023-04-06,255.18669170891224
D,2023-04-07,241.5151666151021
D,2023-04-08,225.38104713220918
D,2023-04-09,233.01112817049852
D,2023-04-10,235.34803173483039
D,2023-04-11,254.0196540144053
D,2023-04-12,261.4680465325248
D,2023-04-13,256.34685904919013
D,2023-04-14,239.3894166647241
D,2023-04-15,235.69598369813164
D,2023-04-16,227.90509048524734
D,2023-04-17,245.88981635267078
D,2023-04-18,258.5931485440989
D,2023-04-19,272.7214661628052
D,2023-04-20,252.47325614956287
D,2023-04-21,237.99764408527153
D,2023-04-22,233.25418866033394
D,2023-04-23,230.7578470937599
D,2023-04-24,249.4065230943913
D,2023-04-25,258.0371409377429
D,2023-04-26,252.6259533944803
D,2023-04-27,255.1567367799602
D,2023-04-28,240.83648534965545
D,2023-04-29,225.08154150486476
D,2023-04-30,237.61972283529244
D,2023-05-01,258.9361357724469
D,2023-05-02,265.10529472667474
D,2023-05-03,268.7954818391143
D,2023-05-04,249.20927573326512
D,2023-05-05,247.35313412676996
D,2023-05-06,237.51677880555312
D,2023-05-07,242.94679919298616
D,2023-05-08,254.28577173025295
D,2023-05-09,255.56878788399754
D,2023-05-10,266.6255138133796
D,2023-05-11,254.46103092421237
D,2023-05-12,245.9412393475277
D,2023-05-13,232.99167575586168
D,2023-05-14,249.39734996582555
D,2023-05-15,248.34616566933394
D,2023-05-16,260.08381929822724
D,2023-05-17,269.0714371219887
D,2023-05-18,254.2956616703394
D,2023-05-19,245.44376409863943
D,2023-05-20,235.14629373204488
D,2023-05-21,251.73956014631725
D,2023-05-22,259.964822960987
D,2023-05-23,266.8826551262281
D,2023-05-24,268.02661636968327
D,2023-05-25,268.15376177421405
D,2023-05-26,252.17296839517397
D,2023-05-27,244.8643957453698
D,2023-05-28,244.86537433891405
D,2023-05-29,246.8706198333714
D,2023-05-30,268.30267634166313
D,2023-05-31,268.92897916747296
D,2023-06-01,268.12858772752264
D,2023-06-02,257.5627985112018
D,2023-06-03,239.67837504870565
D,2023-06-04,249.58283916864187
D,2023-06-05,269.1652739861143
D,2023-06-06,266.72119591359706
D,2023-06-07,283.9654491231662
D,2023-06-08,260.8927410037395
D,2023-06-09,253.37950244688435
D,2023-06-10,245.3092076462216
D,2023-06-11,248.59152116219994
D,2023-06-12,255.47393174855233
D,2023-06-13,268.93037361443385
D,2023-06-14,271.61759696457096
D,2023-06-15,269.7200316591901
D,2023-06-16,256.9719546002985
D,2023-06-17,260.4817473077022
D,2023-06-18,258.4984618007263
D,2023-06-19,259.19094054716913
D,2023-06-20,276.17668993179757
D,2023-06-21,283.3566265674779
D,2023-06-22,269.69186703279445
D,2023-06-23,256.323894442555
D,2023-06-24,249.18553097389199
D,2023-06-25,257.22618753583015
D,2023-06-26,258.9100768631686
D,2023-06-27,274.0234554240994
D,2023-06-28,281.94651755180627
D,2023-06-29,273.1269385160883
D,2023-06-30,259.929240472375
D,2023-07-01,248.40727431944984
D,2023-07-02,259.6077424978348
D,2023-07-03,278.55320948322725
D,2023-07-04,280.1659651990777
D,2023-07-05,279.71485847342836
D,2023-07-06,277.5426978201306
D,2023-07-07,257.0069480927187
D,2023-07-08,247.87793924905526
D,2023-07-09,255.71938024866182
D,2023-07-10,252.00322020218033
D,2023-07-11,272.5537700551084
D,2023-07-12,280.5361475472023
D,2023-07-13,266.6379229378771
D,2023-07-14,255.79588530188386
D,2023-07-15,251.5055912925246
D,2023-07-16,247.41473600179592
D,2023-07-17,266.813569222441
D,2023-07-18,278.01585124982336
D,2023-07-19,284.52634993303747
D,2023-07-20,283.4333602697275
D,2023-07-21,264.77677041219386
D,2023-07-22,256.00245344532505
D,2023-07-23,259.61925450516384
D,2023-07-24,272.3643566507268
